text,category,price
[rm] UGG Bling Black Mini Boots US 7 Brand is UGG Australia. [rm] UGG Bling Bailey Black Mini Boots US 7 7 but fit from 6.5 to 7.5 Barely used | A few rhinestones are missing (see photos) | Authentic | No trades This product contains real fur from sheep or lamb. Twinface and suede Swarovski® crystal button UGGpure™ wool insole Treadlite by UGG™ outsole 5 ½” shaft height,Women/Shoes/Boots,50.0
Victoria's Secret Lingerie! FREE SHIP! Brand is Victoria's Secret.  Shipping. Sexy Little Things Victoria's Secret Lingerie! Very flattering! black=slimming :) excellent condition! give me your best offer!,Women/Underwear/Bras,12.0
Coach handbag Brand is Coach. Gorgeous gray leather bag. Top handle and adjustable cross body strap. I great used condition.,Women/Women's Handbags/Messenger & Crossbody,86.0
PrincessSunny86 Bundle Reserve Brand is SeneGence.  Shipping. No description yet,Beauty/Makeup/Face,54.0
Pop star shoesBlack/White Casual Wear shoes,Men/Shoes/Fashion Sneakers,9.0
"LuLaRoe TC Leggings OutfitLuLaRoe Gently Used TC leggings in Royal blue, green, yellow and orange comes with NWT Deep Coral and white striped shirt with beautiful lace trim size1x, but could easily fit L and XL. These colors are amazing! Perfect for Fall with some cute tennies and a light sweater. Necklace in complementary colors included!","Women/Athletic Apparel/Pants, Tights, Leggings",29.0
Victoria's Secret pink sweats small Brand is PINK. Hard to find size small runs big! Can fit a medium maybe a large as well no rips or stains slight pilling due from washing not much fading,Women/Athletic Apparel/Tracksuits & Sweats,54.0
"Lumee iPhone 6/6s Plus Gold Shipping. BRAND NEW FAST FREE SHIPPING! Box Includes: -LED Phone Case -Data Cable x 1 -Manual x 1 Product Description: -Dimmer switch to control light output and let you control the light -Rechargeable battery and charging cord. Long lasting battery that works independently of your iPhone. -Tough, impact resistant plastic. Your iPhone is snug and safe with the Lumee Case. The Lumee Provides great protection - it withstands drop test -Light at the tip of your fingers. Perfect lighting is just a click away with an easy on/off switch","Electronics/Cell Phones & Accessories/Cases, Covers & Skins",16.0
Complete Set of P90x DVDs- 13 disksIncludes 13 disks in good shape in the folder. No additional materials or accessories.,Electronics/Media/DVD,22.0
Red Beats Solo Brand is Beats. Red Beat Solos one spot come out of ear plastic as seen in picture 2!! The Cord is missing can buy another one for [rm] on Amazon,"Electronics/TV, Audio & Surveillance/Headphones",34.0
Mens under armor size 12 shoes Brand is Under Armour. Orange and black their used condition but still have a lot of wear to them theirs no holes or coming apart,Men/Shoes/Athletic,16.0
VS PINK bag duffle in pink Brand is PINK. No description yet,Women/Women's Handbags/Totes & Shoppers,24.0
"Samsung Galaxy Note 3 32 gb Brand is Samsung. Paid off, clean imei, unlocked from google account as well. In perfect condition, was alwayz kept in a otter box with 3 peices of protection. Included is the Samsung Note 3, the spen, the original packaging, a otter box case, and a charger. Only selling because i got a newer phone. For SPRINT SERVICE. Open to offers but not low balling... thanks! IMEI #: 990004388876645",Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,146.0
Mn Timberwolves Jersey NWTA 4tMn Timberwolves Jersey NWTA 4t,Kids/Boys (4+)/Top & T-shirts,8.0
Jordan Youth Shoes Size 5 Brand is Nike. Good condition,Kids/Boys (4+)/Shoes,36.0
"Breast cancer Lebrons Brand is Nike. Pink breast cancer lebrons , worn a few times Size 6 kids , women's 8",Women/Shoes/Athletic,26.0
"Black and gray stretch leggings Brand is Mossimo. Mossimo Black and gray stretch extensible yoga pants/leggings. Black in back and sides, gray front","Women/Athletic Apparel/Pants, Tights, Leggings",14.0
"T shirt bra Shipping. This is a 36 D silver lace Bra , it can be worn 2 ways , regular and by loosing up the straps you can connect it to make a bra perfect for tanks in the summer !",Women/Underwear/Bras,8.0
Metallic Purple Festival Rave ShortShiny metallic purple booty shorts. One size but fits about a size small/medium. Stretch fit. Never worn!,Women/Athletic Apparel/Shorts,12.0
Frank ocean blond custom dad hat Brand is Customized & Personalized. Brand new. Adjustable,Men/Men's Accessories/Hats,20.0
Born X Raised tee Brand is Supreme. Brand new Born X Raised tee Online [rm] . My price [rm] Size Medium Fits true to size Color pink,Men/Tops/T-shirts,24.0
Michael Kors heels Brand is Michael Kors. Black Michael Kors heels size 7,Women/Shoes/Pumps,25.0
Torrid polyester women's Sz 2 leggings Brand is Torrid.  Shipping. They look like shimmery leather. Pretty Sz 2 leggings from torrid. Used in very good condition. From a smoke free but pet friendly home.,"Women/Athletic Apparel/Pants, Tights, Leggings",14.0
"LuLaRoe TC Leggings *read full descrip.* Shipping. LuLaRoe Neon TC Leggings - new; never worn and never tried on; when prepping these to sell, I found a small hole along the seam in the crotch as pictured in picture #3 (I'm not a seamstress but imagine it cane be repaired and it won't be visible when worn)","Women/Athletic Apparel/Pants, Tights, Leggings",35.0
Too Faced Born This Way Concealer Brand is Too Faced.  Shipping. In the shade Light • too pink and light for my skin tone • used only a handful of times,Beauty/Makeup/Face,16.0
Tree of Life Alex and ani bracelet Brand is ALEX AND ANI. Does have some wear. Tree of life Alex and ani bracelet,Women/Jewelry/Bracelets,13.0
Lularoe Tc 2pack Leggings Brand is LuLaRoe.  Shipping. Brand new. Size tc. Retails for [rm]. Let's be honest. These are not super cute prints. Haha,"Women/Athletic Apparel/Pants, Tights, Leggings",19.0
"Mac cosmetics tinted cream FREE SHIP Brand is MAC.  Shipping. Mac cosmetics lightful tinted cream spf 30 with radiance boost SHADE: LIGHT PLUS ****FREE SHIPPING I've used this a few times, no more than 10. The tube is still pretty full. I am selling it because it is not the right shade. Smells amazing. Sells for 35",Beauty/Makeup/Face,12.0
Lace Front WigNo description yet,Women/Women's Accessories/Hair Accessories,26.0
3 scentsy barsScentsy bars scents wickless wax holiday scents Christmas,Home/Home Décor/Home Fragrance,16.0
Women's Joes Jeans Honey Fit W 25 Brand is Joe's Jeans. Women's Joes Jeans Honey Fit W 25 in near new condition. No rips or stains.,Women/Jeans/Boot Cut,18.0
"Nike Women's Featherlight Tennis Visor Brand is Nike. NWOT* The Nike Women's Featherlight Tennis Visor is made of 91% recycled polyester and 9% spandex for a stretchy fit and features Dri-FIT fabric technology, which wicks sweat and helps keep you dry. The comfortable bill construction minimizes pressure against your forehead as it shades your eyes from the sun, so you can perform at the top of your game.",Women/Women's Accessories/Hats,12.0
Lularoe Nicole dress 3x red and blue Brand is LuLaRoe.  Shipping. Amazing blue and red striped Nicole dress from lularoe. Perfect for Disney and Americana outfits Retails for [rm],Women/Dresses/Knee-Length,26.0
Vs pink lace up pant set sm/ med Brand is PINK. Vs lace up pant/ super soft tee Pants med/ shirt sm shirt is oversized Worn once,"Women/Athletic Apparel/Pants, Tights, Leggings",61.0
Professional Chi Thinning Shears & RazorNever Used Paid [rm],Beauty/Tools & Accessories/Hair Styling Tools,44.0
"American Rag sz 10 Black wedge flats Brand is American Rag. American Rag Black faux suede wedge heels from Macy's worn once PAID [rm] excl. Tax They've been in my closet for almost a year, too big for me to walk comfortably in them (they slip off because of wrong size). So they've gained some minor scuffs in storage Approx 3-3.5"" heel Size 10",Women/Shoes/Pumps,17.0
Dermablend setting powder in shade = Shipping. Cool beige Full size at 1 oz Full Like new See all pics This is how full it came due to the fact it has to shake out of the top See so pics Retail [rm] Last one!! Best setting powder!! Please remember I'm paying shipping tracking and sellers fees I do amazing bundle deals!!!,Beauty/Makeup/Face,23.0
Last Two!!! Brand is Scott Paper. 2 30=60 Scott Extra Soft Tissue 5 Apple Febreze Air Effects 4 Lysol Toilet Bowl Cleaners,Other/Daily & Travel items/Personal Care,57.0
His hers forever love cz ring sz 7/8 Shipping. Titanium Wedding Band Lover's Engagement Promise Ring love token engraved Material：Titanium/stainless steel Men's Size available 8 9 /Width 6 mm/ Inner Diameter: 18mm 19mm 20mm 21mm 22mm 23mm Women's Size available 6 7 8 Width 4 mm / Inner Diameter:17mm 18mm 19mm 20mm 21mm 22mm,Women/Jewelry/Rings,20.0
DS Game Imagine Makeup Artist Brand is Nintendo.  Shipping. Like New,Electronics/Video Games & Consoles/Games,5.0
Vs top Brand is Victoria's Secret.  Shipping. Brand new with tags. Size 34B,Women/Swimwear/Two-Piece,18.0
"VS Pink maroon leopard lace push up bra Brand is PINK. This bra can be sporty, sexy, or cute. Straps are adjustable and can detach. 34A. Tags: Victoria's Secret pink bra bralette push up bra",Women/Underwear/Bras,18.0
"{4} Lululemon Tranquil Tights Brand is Lululemon. Rio Mist. These are absolutely stunning. Just the right amount of mesh details. Wore a couple of times. In excellent, like new condition. Completely sold out and fabulous. Size 4 Luon 7/8 length High rise Please check out my other listings :)","Women/Athletic Apparel/Pants, Tights, Leggings",93.0
Killstar crop topKill star crop top i only wore it a couple times its in perfect condition with no fading. Tags: #killstar #3rdeye #cat #gothic #goth #punk #emo #witch #wicca,Women/Tops & Blouses/T-Shirts,15.0
Funko Eleven with Eggos & Mike 2 PK Brand is Funko.  Shipping. Funko FYE Exclusive The Stranger Things Rleven with Eggos and Mike 2 pack,Kids/Toys/Action Figures & Statues,37.0
Kirby And The Rainbow Curse Brand is Nintendo. Wii U,Electronics/Video Games & Consoles/Games,24.0
Stilas heaven's hue highlighter Brand is Stila.  Shipping. New and authentic! New for spring of 2017. The color is an iredesence duo chrome. It's very smooth and finely milled.,Beauty/Makeup/Face,25.0
"50 Starbucks Thank You Brew! Shipping. ⭐️Prior to Purchasing: Please don't forget to read my profile for SHIPPING INFO, PRICES and SCHEDULE. I update often to keep you informed at all times :) ⭐️ You will receive a variety OR choose your favorite Matte Label Size 1"" x 2 5/8"" ❤️ Get Labeled ❤️ Check out my other listings for more rate me, stickers, labels, tracking, shipping, stationery, supplies, thank you labels",Other/Office supplies/Shipping Supplies,5.0
soft and sexy AE long sleeve size s Brand is American Eagle. No description yet,Women/Tops & Blouses/T-Shirts,21.0
Nike Bundle - FOR MICHAEL KORS ACCT Brand is Nike. 3 spandex shorts orange & blue check - SMALL Aztec - XSMALL,Women/Athletic Apparel/Shorts,27.0
Pink selfie light Shipping. Clips to your phone Takes 2 AAA batteries (not included) On/off button on top,Electronics/Cell Phones & Accessories/Cell Phone Accessories,10.0
"PS3 LEGO Harry Potter, Years 1-4 Brand is Sony.  Shipping. PS3 LEGO Harry Potter, Years 1-4. Game is in really Good Shape. (Includes Free Shipping)",Electronics/Video Games & Consoles/Games,12.0
"Black Vans Brand is VANS. only worn a few times. the kind with the skinner bottom thing. doesnt have a spot on the shoe, i wiped off somre dirt with water and it hadnt dried yet",Women/Shoes/Fashion Sneakers,20.0
Otterbox for iPhone 6/6S PLUS Brand is Apple.  Shipping. NEW in retail packaging Authentic Otterbox for iPhone 6/6S PLUS,Electronics/Cell Phones & Accessories/Cell Phone Accessories,18.0
Jamberry February 2016 Stylebox Shipping. Jamberry February 2016 SB Feminine Pattern 1/2 Sheet Ships free with 1st Class Stamp,Beauty/Makeup/Nails,6.0
"aries zodiac choker necklace Shipping. For birthdays between March 21 - April 19 - brand new - handmade by me:-) - two free brandy melville stickers w/ purchase - 15"" long (can be adjusted upon request) - second two photos are of back side of charm (characteristic of people with this zodiac sign) see more ZODIAC necklaces that you like? see bundle prices below: 1 for [rm] 2 for [rm] 3 for [rm] 4 for [rm]",Women/Jewelry/Necklaces,3.0
Dishonored (Game of the Year) for PS3 Brand is Sony. Never used. Just took the plastic off. This is the game of the year edition. PRICE IS FIRM! Disc is in great shape and is guaranteed to work!,Electronics/Video Games & Consoles/Games,9.0
"Magenta DREAM coffee mug Brand is Rae Dunn. Magenta DREAM COFFEE MUG BRAND NEW Price is for ONE coffee mug [rm] taken off for the middle one which has a bubble on the ""D"" letter as shown in pic. Let me know which one you want Mug is as much a treasure as it is functional. #raedunncollectors #raedunnsale #raedunnlove #raedunnpottery #raedunncollection #raedunn #raedunnclay #raedunnlove #raedunnmugs #raedunnsale #raedunnforsale #raedunnmagenta #raedunncoffee #retropianlife #springtime #bikemug #bike #raedunnbike #raedunnplatter #raedunnplate #dream",Home/Kitchen & Dining/Coffee & Tea Accessories,16.0
Supernatural funko pop Sam Winchester Brand is Funko. Price firm unless bundled with another.,Vintage & Collectibles/Toy/Action Figure,14.0
Women's blouse Brand is Apt..  Shipping. Apt 9 size ox (XL),Women/Tops & Blouses/Blouse,5.0
Jordan 11 retro BT Brand is Nike.  Shipping. Worn Size 4c,Kids/Boys 0-24 Mos/Shoes,16.0
victoria's secret pink hand gels Shipping. No description yet,Beauty/Fragrance/Women,5.0
"XL Ralph Lauren Sport TeeXL Ralph Lauren Sport TeE XL Ralph Lauren Sport Tee Attention‼️⚠️ Please FOLLOW & LIKE if your really interested in an item b/c I delete ALL Items RANDOMLY throughout the week , if you do not you will not be able to find item again‼️ XL Ralph Lauren Sport Tee blue and white Size XLarge ❌ PRICE FIRM❌ CHRISTMAS GIFT❓❔ ❌NO Free Shipping ❌NO HOLDS❌NO TRADES ✅ If an item is still listed it's STILL AVAILABLE! Please do not ask if it's still available. ✅ BUNDLE TO SAVE✨ (ONLY DISCOUNT IS ON SHIPPING) ⭐️ Be sure to check out my other items! I also have Papaya, Charlotte Russe, VS PINK, Victoria Secret , Forever 21, Supply, Michael Kors, H&M , Rue 21, Pacsun, Bullhead, etc ! If they are not listed they will be listed soon ...Thanks * brands above are not affiliated with actual item/listing*",Women/Tops & Blouses/T-Shirts,24.0
Clarins cellulite control Brand is Clarins.  Shipping. 100 ml new,Beauty/Skin Care/Body,16.0
